truth
4468234	NOT_DA
4306262	NOT_DA
4447072	DA
4467447	NOT_DA
4365130	NOT_DA
4457872	NOT_DA
4429608	NOT_DA
1135084	NOT_DA
548475	NOT_DA
319621	NOT_DA
192963	NOT_DA
4469576	DA
4477861	DA
181432	NOT_DA
4454025	NOT_DA
4453609	NOT_DA
4393565	NOT_DA
847228	NOT_DA
4448331	NOT_DA
4346675	DA
4397737	NOT_DA
4469302	NOT_DA
4425669	DA
4468506	NOT_DA
4439469	NOT_DA
4449054	DA
4476780	NOT_DA
4336943	DA
4474380	NOT_DA
4347520	DA
4431558	NOT_DA
178447	DA
4476604	NOT_DA
149120	NOT_DA
4479397	DA
4481131	NOT_DA
4441615	NOT_DA
4447950	NOT_DA
4457438	DA
4483046	DA
157972	NOT_DA
15728	DA
4347159	NOT_DA
4361189	NOT_DA
3903651	DA
4352657	NOT_DA
4465907	NOT_DA
4452400	NOT_DA
165118	NOT_DA
4449236	NOT_DA
99508	NOT_DA
195166	NOT_DA
846127	NOT_DA
368486	DA
4447188	NOT_DA
4385479	DA
4437362	NOT_DA
4454839	DA
587933	NOT_DA
4443172	NOT_DA
1790209	NOT_DA
3090117	DA
4154872	DA
4426438	NOT_DA
110060	NOT_DA
180112	NOT_DA
3931537	DA
1504042	NOT_DA
4414725	NOT_DA
145801	NOT_DA
743082	NOT_DA
4456702	DA
4468391	NOT_DA
4390863	DA
289348	DA
227565	NOT_DA
4414420	NOT_DA
4478815	NOT_DA
4372003	NOT_DA
4456027	DA
4409730	DA
3102225	NOT_DA
157338	DA
4481613	DA
4396248	NOT_DA
179620	DA
4472091	DA
2532173	NOT_DA
326539	NOT_DA
2686369	NOT_DA
107044	DA
174174	DA
4414822	NOT_DA
4416570	NOT_DA
787049	DA
291266	NOT_DA
4366089	NOT_DA
3409358	DA
191718	NOT_DA
4450795	DA
166164	DA
364289	NOT_DA
152450	DA
4371061	NOT_DA
4452118	DA
4472174	NOT_DA
4434188	NOT_DA
4480861	DA
179864	NOT_DA
4442899	NOT_DA
4471854	DA
178859	NOT_DA
4465072	DA
2814830	DA
297414	NOT_DA
291725	DA
581014	DA
4480529	NOT_DA
4428676	NOT_DA
4412540	NOT_DA
2582660	DA
190226	NOT_DA
359872	NOT_DA
4431545	DA
157772	DA
48084	DA
178478	DA
2820255	NOT_DA
197624	NOT_DA
4470870	DA
366147	NOT_DA
3565293	DA
4001495	DA
4478125	DA
228330	NOT_DA
4454507	NOT_DA
4323124	DA
4398028	NOT_DA
1145098	NOT_DA
4356065	DA
730906	NOT_DA
186321	NOT_DA
361702	DA
4442459	DA
4443143	NOT_DA
3648884	NOT_DA
3392847	DA
4458700	DA
4232045	DA
180468	NOT_DA
3138798	DA
4472202	DA
4432796	NOT_DA
306299	DA
807249	DA
4435655	NOT_DA
700298	NOT_DA
4387246	NOT_DA
184882	DA
185420	NOT_DA
1142029	DA
3302038	NOT_DA
2407149	NOT_DA
4326870	NOT_DA
173965	DA
179201	NOT_DA
209845	DA
176836	DA
54563	DA
4410166	NOT_DA
4480359	NOT_DA
289927	NOT_DA
634077	DA
258099	DA
495451	NOT_DA
4468384	NOT_DA
4454432	DA
4483963	NOT_DA
4476065	NOT_DA
4393532	NOT_DA
221429	NOT_DA
4387453	NOT_DA
230421	NOT_DA
180421	NOT_DA
147100	DA
4454586	NOT_DA
4459388	NOT_DA
363997	NOT_DA
4453773	DA
302128	DA
194597	DA
4464026	DA
4425214	NOT_DA
110847	NOT_DA
197517	NOT_DA
291644	DA
177697	DA
163243	DA
2211108	NOT_DA
1131759	DA
315846	DA
4440624	DA
177731	DA
363430	NOT_DA
3696710	NOT_DA
4354477	NOT_DA
4342104	NOT_DA
539581	DA
2868079	NOT_DA
4326869	NOT_DA
4372973	DA
191975	NOT_DA
4368575	NOT_DA
4308841	NOT_DA
4432891	DA
4424063	DA
263518	DA
760544	NOT_DA
4483045	DA
110144	NOT_DA
195871	DA
207126	NOT_DA
4470603	NOT_DA
4442508	NOT_DA
3785400	NOT_DA
229348	DA
4004998	DA
3855938	DA
4476527	DA
4471245	DA
4356307	NOT_DA
592616	DA
4480244	DA
4413619	NOT_DA
4464173	NOT_DA
183829	NOT_DA
1132942	NOT_DA
1076818	DA
292909	DA
2035344	NOT_DA
178183	NOT_DA
3692427	NOT_DA
230578	NOT_DA
365536	DA
335941	NOT_DA
718358	DA
338301	DA
572751	NOT_DA
4437359	NOT_DA
4469233	NOT_DA
4438565	DA
4482516	DA
860192	NOT_DA
3841096	NOT_DA
4301511	NOT_DA
339473	NOT_DA
963606	NOT_DA
2943548	NOT_DA
672440	DA
4299126	DA
569728	NOT_DA
2066056	NOT_DA
166869	DA
36892	DA
179159	NOT_DA
4423553	NOT_DA
552235	NOT_DA
182011	NOT_DA
3235048	DA
2506486	DA
4450877	NOT_DA
2985051	DA
4405104	NOT_DA
182033	NOT_DA
4454529	DA
591399	NOT_DA
4427459	DA
4482374	NOT_DA
3369303	NOT_DA
16340	NOT_DA
2617854	NOT_DA
4460847	NOT_DA
4331723	NOT_DA
227697	DA
188348	DA
4434334	DA
178773	NOT_DA
1015518	NOT_DA
162491	DA
301549	NOT_DA
113542	NOT_DA
190913	DA
4377104	NOT_DA
4070490	NOT_DA
4466707	NOT_DA
4462599	DA
1146771	DA
320915	NOT_DA
4460021	NOT_DA
4468465	NOT_DA
4469924	DA
3537197	NOT_DA
173876	NOT_DA
4358599	DA
157453	DA
2979308	DA
145856	NOT_DA
177986	NOT_DA
4326866	NOT_DA
2307779	NOT_DA
332569	NOT_DA
175298	NOT_DA
208479	NOT_DA
4428714	NOT_DA
4290143	NOT_DA
4434203	NOT_DA
4459940	NOT_DA
2423305	NOT_DA
210262	NOT_DA
561607	NOT_DA
213762	NOT_DA
260205	NOT_DA
227819	NOT_DA
4391009	NOT_DA
617806	NOT_DA
38278	NOT_DA
2442706	NOT_DA
229919	NOT_DA
319870	NOT_DA
147484	NOT_DA
214031	NOT_DA
836693	NOT_DA
2391105	NOT_DA
46026	NOT_DA
4332878	NOT_DA
801210	NOT_DA
269386	NOT_DA
4451906	NOT_DA
3236435	NOT_DA
4356062	NOT_DA
805672	NOT_DA
4468466	NOT_DA
586453	NOT_DA
354574	NOT_DA
4465431	NOT_DA
4397092	NOT_DA
190281	NOT_DA
1105984	NOT_DA
2056702	NOT_DA
4407703	NOT_DA
3195723	NOT_DA
4385326	NOT_DA
4331760	NOT_DA
312882	NOT_DA
3172949	NOT_DA
211720	NOT_DA
2177996	NOT_DA
212686	NOT_DA
4417708	NOT_DA
232828	NOT_DA
248902	NOT_DA
1100972	NOT_DA
176312	NOT_DA
4403259	NOT_DA
334427	NOT_DA
4415689	NOT_DA
179319	NOT_DA
4480061	NOT_DA
178712	NOT_DA
171772	NOT_DA
269619	NOT_DA
110192	NOT_DA
179585	NOT_DA
4397439	NOT_DA
4444262	NOT_DA
204352	NOT_DA
4414476	NOT_DA
1111782	NOT_DA
99718	NOT_DA
148354	NOT_DA
4402537	NOT_DA
2549971	NOT_DA
4402605	NOT_DA
308734	NOT_DA
593422	NOT_DA
563803	NOT_DA
846798	NOT_DA
644221	NOT_DA
174033	NOT_DA
22923	NOT_DA
591118	NOT_DA
839684	NOT_DA
176062	NOT_DA
179744	NOT_DA
4415390	NOT_DA
360890	NOT_DA
4415649	NOT_DA
4436552	NOT_DA
4460680	NOT_DA
4468892	NOT_DA
688800	NOT_DA
4465124	NOT_DA
181174	NOT_DA
4481624	NOT_DA
4349261	NOT_DA
311078	NOT_DA
178206	NOT_DA
4451899	NOT_DA
323135	NOT_DA
175932	NOT_DA
4347265	NOT_DA
186272	NOT_DA
183139	NOT_DA
177037	NOT_DA
25695	NOT_DA
172233	NOT_DA
627429	NOT_DA
265654	NOT_DA
4402903	NOT_DA
4403632	NOT_DA
362854	NOT_DA
181871	NOT_DA
230268	NOT_DA
4349519	NOT_DA
173917	NOT_DA
1122673	NOT_DA
4178726	NOT_DA
4133460	NOT_DA
4318134	NOT_DA
1634493	NOT_DA
293076	NOT_DA
311947	NOT_DA
544996	NOT_DA
850066	NOT_DA
2740950	NOT_DA
187780	NOT_DA
375892	NOT_DA
3973322	NOT_DA
823916	NOT_DA
339566	NOT_DA
4335376	NOT_DA
188966	NOT_DA
177679	NOT_DA
4449055	NOT_DA
183827	NOT_DA
4438999	NOT_DA
203713	NOT_DA
4341119	NOT_DA
4366728	NOT_DA
226693	NOT_DA
505670	NOT_DA
4288931	NOT_DA
4446058	NOT_DA
522433	NOT_DA
184211	NOT_DA
2771891	NOT_DA
178082	NOT_DA
2403301	NOT_DA
4478840	NOT_DA
4328026	NOT_DA
619817	NOT_DA
290762	NOT_DA
650171	NOT_DA
189387	NOT_DA
851715	NOT_DA
277202	NOT_DA
113003	NOT_DA
183932	NOT_DA
4466220	NOT_DA
4435982	NOT_DA
368236	NOT_DA
1028036	NOT_DA
825940	NOT_DA
114929	NOT_DA
4364405	NOT_DA
4481427	NOT_DA
194297	NOT_DA
336265	NOT_DA
416215	NOT_DA
2500766	NOT_DA
847427	NOT_DA
190987	NOT_DA
293665	NOT_DA
295258	NOT_DA
435928	NOT_DA
4425663	NOT_DA
4415338	NOT_DA
315223	NOT_DA
365385	NOT_DA
174924	NOT_DA
289469	NOT_DA
181452	NOT_DA
3750373	NOT_DA
4479443	NOT_DA
535549	NOT_DA
4434564	NOT_DA
300285	NOT_DA
191251	NOT_DA
839545	NOT_DA
150412	NOT_DA
148279	NOT_DA
177828	NOT_DA
4296218	NOT_DA
17311	NOT_DA
2783438	NOT_DA
1108378	NOT_DA
308760	NOT_DA
114348	NOT_DA
1517774	NOT_DA
166689	NOT_DA
233052	NOT_DA
4470092	NOT_DA
182073	NOT_DA
164664	NOT_DA
216010	NOT_DA
4341886	NOT_DA
189083	NOT_DA
1107755	NOT_DA
110462	NOT_DA
197505	NOT_DA
3121406	NOT_DA
1077373	NOT_DA
4412022	NOT_DA
4326091	NOT_DA
328816	NOT_DA
518040	NOT_DA
184394	NOT_DA
4313823	NOT_DA
